# wave,flux
3.893765109479999865e+03,1.095043092489999981e-17
3.893963143769999988e+03,1.096148270200000036e-17
3.894161178050000217e+03,1.095002719279999975e-17
3.894359212339999885e+03,1.094982527070000028e-17
3.894557246639999903e+03,1.096087631310000044e-17
3.894755280930000026e+03,1.096067410860000113e-17
3.894953315220000150e+03,1.096047186660000109e-17
3.895151349509999818e+03,1.096026958730000121e-17
3.895349383799999941e+03,1.096006727050000060e-17
3.895547418090000065e+03,1.097585621270000061e-17
3.895745452380000188e+03,1.097565352590000108e-17
3.895943486669999857e+03,1.098251741850000023e-17
3.896142511130000003e+03,1.111919496890000108e-17
3.896340545420000126e+03,1.111898950980000096e-17
3.896538579709999794e+03,1.111878401279999987e-17
3.896736614009999812e+03,1.111857847780000044e-17
3.896934648299999935e+03,1.111837290510000093e-17
3.897132682590000059e+03,1.098129848840000091e-17
3.897330716869999833e+03,1.097402966959999993e-17
3.897528751159999956e+03,1.097382664610000046e-17
3.897726785459999974e+03,1.097362358520000070e-17
3.897924819750000097e+03,1.095743273930000060e-17
3.898122854040000220e+03,1.095722989970000107e-17
3.898320888329999889e+03,1.064275495600000007e-17
3.898518922620000012e+03,1.039828218350000038e-17
3.898716956910000135e+03,1.064236073160000118e-17
3.898914991199999804e+03,1.095641816859999973e-17
3.899113025489999927e+03,1.064196636240000097e-17
3.899311059789999945e+03,1.039751154899999971e-17
3.899509094080000068e+03,1.039731880199999972e-17
3.899707128370000191e+03,1.039712601970000109e-17
3.899905162649999966e+03,1.031474553699999968e-17
3.900103196949999983e+03,1.031455420860000055e-17
3.900301231240000106e+03,1.031436284529999994e-17
3.900499265529999775e+03,1.031417144690000006e-17
3.900697299819999898e+03,1.031398001360000024e-17
3.900895334119999916e+03,1.064018991260000036e-17
3.901093368400000145e+03,1.063999234880000117e-17
3.901291402689999813e+03,1.096996211209999988e-17
3.901490427159999854e+03,1.096975732430000109e-17
3.901688461440000083e+03,1.096955351809999992e-17
3.901886495740000100e+03,1.096934967470000089e-17
3.902084530030000224e+03,1.031263804270000085e-17
3.902282564319999892e+03,1.028940775220000113e-17
3.902480598610000015e+03,1.028921643250000071e-17
3.902678632910000033e+03,1.028902507809999971e-17
3.902876667189999807e+03,1.028883368880000032e-17
3.903074701479999931e+03,1.031167912810000069e-17
3.903272735779999948e+03,1.031148724050000065e-17
3.903470770070000071e+03,1.031129531810000113e-17
3.903668804360000195e+03,1.089355907810000020e-17
3.903866838649999863e+03,1.089335624069999969e-17
3.904064872949999881e+03,1.089315336650000003e-17
3.904262907230000110e+03,1.089295045540000077e-17
3.904460941519999778e+03,1.089274750759999972e-17
3.904658975819999796e+03,1.080009028880000091e-17
3.904857010109999919e+03,1.089234150170000061e-17
3.905055044400000043e+03,1.079968765610000118e-17
3.905253078700000060e+03,1.079948628499999997e-17
3.905451112979999834e+03,1.089173221710000016e-17
3.905649147269999958e+03,1.079908343369999971e-17
3.905847181569999975e+03,1.052811828240000053e-17
3.906045215860000098e+03,1.052792181840000038e-17
3.906243250150000222e+03,1.052772531890000070e-17
3.906441284439999890e+03,1.028538273880000047e-17
3.906639318739999908e+03,1.052733221360000058e-17
3.906838343200000054e+03,1.052713462470000045e-17
3.907036377490000177e+03,1.052693798320000114e-17
3.907234411779999846e+03,1.052674130629999967e-17
3.907432446069999969e+03,1.052654459399999913e-17
3.907630480360000092e+03,1.079706598510000038e-17
3.907828514660000110e+03,1.079686414110000079e-17
3.908026548949999778e+03,1.088908714930000009e-17
3.908224583239999902e+03,1.095151671860000002e-17
3.908422617539999919e+03,1.110259638750000004e-17
3.908620651820000148e+03,1.110238866710000112e-17
3.908818686109999817e+03,1.095090204839999983e-17
3.909016720409999834e+03,1.095069708480000021e-17
3.909214754699999958e+03,1.110176528200000024e-17
3.909412788990000081e+03,1.153474988180000110e-17
3.909610823290000098e+03,1.110134950560000119e-17
