# wave,flux
3.824390728479999780e+03,2.352292171740000224e-17
3.824588762760000009e+03,2.390859868870000053e-17
3.824786797050000132e+03,2.390818972350000247e-17
3.824984831329999906e+03,2.390778067470000159e-17
3.825182865610000135e+03,2.390737154250000187e-17
3.825380899889999910e+03,2.390696232670000241e-17
3.825578934170000139e+03,2.448861815830000112e-17
3.825777958629999830e+03,2.448819671110000233e-17
3.825975992910000059e+03,2.390573213070000051e-17
3.826174027189999833e+03,2.351929623310000019e-17
3.826372061479999957e+03,2.390491294660000045e-17
3.826570095760000186e+03,2.448651845260000221e-17
3.826768130049999854e+03,2.448609867399999839e-17
3.826966164320000189e+03,2.504726105119999993e-17
3.827164198599999963e+03,2.546851386799999930e-17
3.827362232890000087e+03,2.562154789160000071e-17
3.827560267169999861e+03,2.603313816439999981e-17
3.827758301459999984e+03,2.603269137830000193e-17
3.827956335740000213e+03,2.601798198900000112e-17
3.828154370019999988e+03,2.601753526569999964e-17
3.828352404300000217e+03,2.601708845149999979e-17
3.828550438579999991e+03,2.601664154620000067e-17
3.828748472870000114e+03,2.603045608230000029e-17
3.828946507149999888e+03,2.601574746259999980e-17
3.829144541440000012e+03,2.561758803970000248e-17
3.829342575719999786e+03,2.561714760810000084e-17
3.829540610000000015e+03,2.504166966120000052e-17
3.829738644279999789e+03,2.561626647590000043e-17
3.829936678560000018e+03,2.599817620480000088e-17
3.830134712850000142e+03,2.601306302730000173e-17
3.830332747129999916e+03,2.601261530280000001e-17
3.830530781420000039e+03,2.601216748720000211e-17
3.830728815699999814e+03,2.601171958060000230e-17
3.830926849989999937e+03,2.601127158290000015e-17
3.831124884259999817e+03,2.601082349420000226e-17
3.831322918540000046e+03,2.601037531440000202e-17
3.831521943010000086e+03,2.600992480190000215e-17
3.831719977279999966e+03,2.600947643940000115e-17
3.831918011570000090e+03,2.600902798590000134e-17
3.832116045849999864e+03,2.600857944130000225e-17
3.832314080139999987e+03,2.599279952090000257e-17
3.832512114420000216e+03,2.599235105870000096e-17
3.832710148699999991e+03,2.599190250540000007e-17
3.832908182980000220e+03,2.599145386099999993e-17
3.833106217259999994e+03,2.599100512570000141e-17
3.833304251550000117e+03,2.599055629920000010e-17
3.833502285829999892e+03,2.599010738169999996e-17
3.833700320120000015e+03,2.598965837320000101e-17
3.833898354399999789e+03,2.598920927359999971e-17
3.834096388689999912e+03,2.598876008290000222e-17
3.834294422959999793e+03,2.598831080119999976e-17
3.834492457249999916e+03,2.541304795530000104e-17
3.834690491530000145e+03,2.541260843299999988e-17
3.834888525819999813e+03,2.598696240960000029e-17
3.835086560100000042e+03,2.598651276360000120e-17
3.835284594390000166e+03,2.541128933140000147e-17
3.835482628669999940e+03,2.371954098760000100e-17
3.835680662950000169e+03,2.325009876830000093e-17
3.835878697229999943e+03,2.371871953630000049e-17
3.836076731520000067e+03,2.540952928250000180e-17
3.836274765799999841e+03,2.540908904760000168e-17
3.836472800089999964e+03,2.540864872360000197e-17
3.836670834370000193e+03,2.371707563590000206e-17
3.836868868659999862e+03,2.540776780850000156e-17
3.837066902930000197e+03,2.540732721730000042e-17
3.837265927399999782e+03,2.371583978060000237e-17
3.837463961680000011e+03,2.324647001650000220e-17
3.837661995959999786e+03,2.324606663799999883e-17
3.837860030240000015e+03,2.371460523270000252e-17
3.838058064530000138e+03,2.371419355040000182e-17
3.838256098809999912e+03,2.371378178490000009e-17
3.838454133100000035e+03,2.371336993630000086e-17
3.838652167379999810e+03,2.371295800460000103e-17
3.838850201669999933e+03,2.371254598959999973e-17
3.839048235950000162e+03,2.371213389150000092e-17
3.839246270229999936e+03,2.540247262640000153e-17
3.839444304520000060e+03,2.540203096570000082e-17
3.839642338799999834e+03,2.540158921590000051e-17
3.839840373089999957e+03,2.371048466760000064e-17
3.840038407370000186e+03,2.366451819310000050e-17
3.840236441649999961e+03,2.316227048480000174e-17
3.840434475930000190e+03,2.316186733220000062e-17
3.840632510219999858e+03,2.316146409840000120e-17
3.840830544509999982e+03,2.316106078329999998e-17
3.841028578790000211e+03,2.316065738700000048e-17
3.841226613079999879e+03,2.257287935970000128e-17
3.841424647360000108e+03,2.257248603570000173e-17
3.841622681639999882e+03,2.181981560130000097e-17
3.841820715920000112e+03,2.181943523290000211e-17
3.842018750209999780e+03,2.257130558869999997e-17
3.842216784499999903e+03,2.315823530310000159e-17
3.842414818780000132e+03,2.365957106320000160e-17
3.842612853069999801e+03,2.370470190570000081e-17
3.842810887350000030e+03,2.370428822760000132e-17
3.843009911810000176e+03,2.370387239730000240e-17
3.843207946089999950e+03,2.539362026870000165e-17
3.843405980380000074e+03,2.646264033399999889e-17
3.843604014649999954e+03,2.687699601530000193e-17
3.843802048940000077e+03,2.646171581749999997e-17
3.844000083230000200e+03,2.646125341990000037e-17
3.844198117509999975e+03,2.687558707730000007e-17
3.844396151800000098e+03,2.687511724270000218e-17
3.844594186079999872e+03,2.687464731390000046e-17
3.844792220360000101e+03,2.645940290170000220e-17
3.844990254650000225e+03,2.645894003999999875e-17
3.845188288929999999e+03,2.687323696170000040e-17
3.845386323220000122e+03,2.862408770620000153e-17
3.845584357499999896e+03,2.862358664959999847e-17
3.845782391790000020e+03,2.862308549260000401e-17
3.845980426080000143e+03,2.687135517240000010e-17
3.846178460350000023e+03,2.687088448940000198e-17
3.846376494640000146e+03,2.687041371210000265e-17
3.846574528929999815e+03,2.652147515130000264e-17
3.846772563210000044e+03,2.652101029340000170e-17
3.846970597500000167e+03,2.645430631910000129e-17
3.847168631789999836e+03,2.397111842670000121e-17
3.847366666070000065e+03,2.397069799599999997e-17
3.847564700349999839e+03,2.645291439320000038e-17
3.847762734630000068e+03,2.645245023229999974e-17
3.847960768920000191e+03,2.645198597860000151e-17
3.848158803209999860e+03,2.645152163219999996e-17
3.848356837490000089e+03,2.396859458150000048e-17
3.848554871780000212e+03,2.396817364640000068e-17
3.848753896230000009e+03,2.396775052190000205e-17
3.848951930520000133e+03,2.396732941819999962e-17
3.849149964809999801e+03,2.406353265430000225e-17
3.849347999090000030e+03,2.406310968420000152e-17
3.849546033369999805e+03,2.406268662960000011e-17
3.849744067659999928e+03,2.406226349060000157e-17
3.849942101940000157e+03,2.406184026730000017e-17
3.850140136229999825e+03,2.420021366040000040e-17
3.850338170519999949e+03,2.651262461180000195e-17
3.850536204800000178e+03,2.651215798630000238e-17
3.850734239079999952e+03,2.887034048160000336e-17
3.850932273370000075e+03,3.070078692369999985e-17
3.851130307660000199e+03,2.886932369650000163e-17
3.851328341939999973e+03,2.886881515219999928e-17
3.851526376230000096e+03,2.886830650660000151e-17
3.851724410520000220e+03,2.886779775980000260e-17
3.851922444799999994e+03,3.069808240179999843e-17
3.852120479080000223e+03,2.650842163630000134e-17
3.852318513369999891e+03,2.648754708430000017e-17
3.852516547650000120e+03,2.648707988940000200e-17
3.852714581939999789e+03,2.648661260159999962e-17
3.852912616229999912e+03,2.648614522090000228e-17
3.853110650510000141e+03,2.563691623409999970e-17
3.853308684799999810e+03,2.563646365149999961e-17
3.853506719080000039e+03,2.493959499800000063e-17
3.853704753370000162e+03,2.419253566150000038e-17
3.853902787649999937e+03,2.493871398499999838e-17
3.854100821940000060e+03,2.563465242239999977e-17
3.854298856230000183e+03,2.493783262240000033e-17
3.854497880679999980e+03,2.493738960580000240e-17
3.854695914970000103e+03,2.493694870560000151e-17
3.854893949260000227e+03,2.493650771799999936e-17
3.855091983540000001e+03,2.493606664310000255e-17
3.855290017819999775e+03,2.493562548080000139e-17
3.855488052109999899e+03,2.481724490599999892e-17
3.855686086400000022e+03,2.481680565640000214e-17
3.855884120679999796e+03,2.493430146990000137e-17
3.856082154969999920e+03,2.563011579340000247e-17
3.856280189260000043e+03,2.562966186310000165e-17
3.856478223550000166e+03,2.647771415470000058e-17
3.856676257820000046e+03,2.647724501079999957e-17
3.856874292110000169e+03,2.647677577410000097e-17
3.857072326399999838e+03,2.647630644470000213e-17
3.857270360689999961e+03,2.647583702250000261e-17
3.857468394970000190e+03,2.658269667620000154e-17
3.857666429259999859e+03,2.647489790020000069e-17
3.857864463549999982e+03,2.628583238550000074e-17
3.858062497830000211e+03,2.628536593930000219e-17
3.858260532109999986e+03,2.628489940099999991e-17
3.858458566400000109e+03,2.628443277080000096e-17
3.858656600689999777e+03,2.647254847250000082e-17
3.858854634979999901e+03,2.657939414320000223e-17
3.859052669260000130e+03,2.657892198070000145e-17
3.859250703549999798e+03,2.647113770400000042e-17
3.859448737830000027e+03,2.628209823990000067e-17
3.859646772120000151e+03,2.562193132080000254e-17
3.859844806409999819e+03,2.628116378370000113e-17
3.860042840690000048e+03,2.646925538270000180e-17
3.860241865150000194e+03,2.646878221650000197e-17
3.860439899439999863e+03,2.646831131160000094e-17
3.860637933720000092e+03,2.627929142969999981e-17
3.860835968010000215e+03,2.561919442670000033e-17
3.861034002299999884e+03,2.519585779090000080e-17
3.861232036580000113e+03,2.561828217099999926e-17
3.861430070869999781e+03,2.519496041730000158e-17
3.861628105150000010e+03,2.519451159840000025e-17
3.861826139440000134e+03,2.561691311560000006e-17
3.862024173729999802e+03,2.519361369620000246e-17
3.862222208019999925e+03,2.519316461310000075e-17
3.862420242300000155e+03,2.561554325420000163e-17
3.862618276589999823e+03,2.561508645460000085e-17
